iter	TotalF1	MultiClass
901	1	0.1009839623
902	1	0.100867472
903	1	0.1007536613
904	1	0.1006321264
905	1	0.1005110478
906	1	0.1003986642
907	1	0.1002840011
908	1	0.1001913529
909	1	0.1000837382
910	1	0.09996877738
911	1	0.09987283792
912	1	0.09976137065
913	1	0.09961319467
914	1	0.09950775001
915	1	0.09938827351
916	1	0.09926813752
917	1	0.09913283211
918	1	0.09901690314
919	1	0.09894280353
920	1	0.09881597677
921	1	0.09870041406
922	1	0.0985778192
923	1	0.09837499746
924	1	0.09823946542
925	1	0.09812379461
926	1	0.09800084777
927	1	0.09790994541
928	1	0.09779428041
929	1	0.09766902047
930	1	0.09756867252
931	1	0.09746297068
932	1	0.09733314037
933	1	0.09720610467
934	1	0.09709959697
935	1	0.09697804607
936	1	0.09686186095
937	1	0.09673231447
938	1	0.09659739171
939	1	0.09649131525
940	1	0.0963699253
941	1	0.09625277366
942	1	0.09619087569
943	1	0.09609287916
944	1	0.09596187526
945	1	0.09587033462
946	1	0.09578087894
947	1	0.09565611058
948	1	0.09555027082
949	1	0.09543561086
950	1	0.0952980911
951	1	0.09516765225
952	1	0.09506606999
953	1	0.09495429308
954	1	0.09486431932
955	1	0.09474277876
956	1	0.09462756346
957	1	0.09450900522
958	1	0.0943862496
959	1	0.09426821402
960	1	0.09415109734
961	1	0.09401848251
962	1	0.09391539909
963	1	0.09381948562
964	1	0.09371208613
965	1	0.0936000676
966	1	0.09351877251
967	1	0.09343589615
968	1	0.09332009865
969	1	0.09320214662
970	1	0.09307113569
971	1	0.09298746707
972	1	0.09286136529
973	1	0.09276779355
974	1	0.09265865486
